"אבו ג'ווייעד (שבט)",
"כפר חב"ד",
"כפר חושן",
"כפר חיטים",
"כפר חיים",
"כפר חנניה",
"כפר חסידים א'",
"כפר חסידים ב'",
"כפר חרוב",
"כפר טרומן",
"כפר יאסיף",
"כפר ידידיה",
"כפר יהושע",
"כפר יונה",
"כפר יחזקאל",
"כפר יעבץ",
"כפר כמא",
"כפר כנא",
"כפר מונש",
"כפר מימון",
"כפר מל"ל",
"כפר מנדא",
"כפר מנחם",
"כפר מסריק",
"כפר מצר",
"כפר מרדכי",
"כפר נטר",
"כפר סאלד",
"כפר סבא",
"כפר סילבר",
"כפר סירקין",
"כפר עבודה",
"כפר עזה",
"כפר עציון",
"כפר פינס",
"כפר קאסם",
"כפר קיש",
"כפר קרע",
"כפר ראש הנקרה",
"כפר רוזנואלד (זרעית)",
"כפר רופין",
"כפר רות",
"כפר שמאי",
"כפר שמואל",
"כפר שמריהו",
"כפר תבור",
"כפר תפוח",
"כרכום",
"כרם בן זמרה",
"כרם בן שמן",
"כרם יבנה (ישיבה)",
"כרם מהר"ל",
"כרם שלום",
"כרמי יוסף",
"כרמי צור",
"כרמי קטיף",
"כרמיאל",
"כרמייה",
"כרמים",
"כרמל",
"לבון",
"לביא",
"לבנים",
"להב",
"להבות הבשן",
"להבות חביבה",
"להבים",
"לוד",
"לוזית",
"לוחמי הגיטאות",
"לוטם",
"לוטן",
"לימן",
"לכיש",
"לפיד",
"לפידות",
"לקיה",
"מאור",
"מאיר שפיה",
"מבוא ביתר",
"מבוא דותן",
"מבוא חורון",
"מבוא חמה",
"מבוא מודיעים",
"מבואות ים",
"מבואות יריחו",
"מבועים",
"מבטחים",
"מבקיעים",
"מבשרת ציון",
"מג'ד אל-כרום",
"מג'דל שמס",
"מגאר",
"מגדים",
"מגדל",
"מגדל העמק",
"מגדל עוז",
"מגדל תפן",
"מגדלים",
"מגידו",
"מגל",
"מגן",
"מגן שאול",
"מגשימים",
"מדרך עוז",
"מדרשת בן גוריון",
"מדרשת רופין",
"מודיעין-מכבים-רעות*",
"מודיעין עילית",
"מולדת",
"מוצא עילית",
"מוקייבלה",
"מורן",
"מורשת",
"מזור",
"מזכרת בתיה",
"מזרח השרון מ"א 16",
"מזרח השרון מ"א 18",
"מזרע",
"מזרעה",
"מחולה",
"מחנה הילה*",
"מחנה טלי*",
"מחנה יהודית*",
"מחנה יוכבד*",
"מחנה יפה*",
"מחנה יתיר",
"מחנה מרים*",
"מחנה תל נוף*",
"מחניים",
"מחסיה",
"מטולה",
"מטע",
"מי עמי",
"מיטב",
"מייסר",
"מיצר",
"מירב",
"מירון",
"מישר",
"מיתר",
"מכורה",
"מכחול",
"מכמורת",
"מכמנים",
"מלאה",
"מלילות",
"מלכייה",
"מלכישוע",
"מנוחה",
"מנוף",
"מנות",
"מנחמיה",
"מנרה",
"מנשית זבדה",
"מסד",
"מסדה",
"מסילות",
"מסילת ציון",
"מסלול",
"מסעדה",
"מסעודין אל-עזאזמה (שבט)",
"מעברות",
"מעגלים",
"מעגן",
"מעגן מיכאל",
"מעוז חיים",
"מעון",
"מעונה",
"מעיין ברוך",
"מעיין צבי",
"מעיליא",
"מעלה אדומים",
"מעלה אפרים",
"מעלה גלבוע",
"מעלה גמלא",
"מעלה החמישה",
"מעלה לבונה",
"מעלה מכמש",
"מעלה עירון",
"מעלה עמוס",
"מעלה שומרון",
"מעלות-תרשיחא",
"מענית",
"מערב השרון מ"א 16",
"מערב השרון מ"א 18",
"מערב השרון מ"א 19",
"מעש",
"מפלסים",
"מפעלי אבשלו"ם",
"מפעלי ברקן",
"מפעלי גליל עליון",
"מפעלי גרנות",
"מפעלי העמק (יזרעאל)",
"מפעלי חבל מודיעים",
"מפעלי חפר",
"מפעלי ים המלח(סדום)",
"מפעלי כנות",
"מפעלי מישור רותם",
"מפעלי מעון",
"מפעלי נחם הרטוב",
"מפעלי צומת מלאכי",
"מפעלי צין - ערבה",
"מפעלי צמח",
"מפעלי שאן",
"מצדות יהודה",
"מצובה",
"מצליח",
"מצפה",
"מצפה אבי"ב",
"מצפה אילן",
"מצפה יריחו",
"מצפה נטופה",
"מצפה רמון",
"מצפה שלם",
"מצר",
"מקווה ישראל",
"מרגליות",
"מרום גולן",
"מרחב עם",
"מרחביה (מושב)",
"מרחביה (קיבוץ)",
"מרכז אזורי כדורי",
"מרכז אזורי מרום הגליל",
"מרכז אזורי משגב",
"מרכז אזורי שוהם",
"מרכז כ"ח",
"מרכז מיר"ב*",
"מרכז שפירא",
"משאבי שדה",
"משגב דב",
"משגב עם",
"משהד",
"משואה",
"משואות יצחק",
"משכיות",
"משמר איילון",
"משמר דוד",
"משמר הירדן",
"משמר הנגב",
"משמר העמק",
"משמר השבעה",
"משמר השרון",
"משמרות",
"משמרת",
"משען",
"מתן",
"מתת",
"מתתיהו",
"נאות גולן",
"נאות הכיכר",
"נאות חובב",
"נאות מרדכי",
"נאות סמדר",
"נאעורה",
"נבטים",
"נגבה",
"נגוהות",
"נהורה",
"נהלל",
"נהרייה",
"נוב",
"נוגה",
"נווה",
"נווה אבות",
"נווה אור",
"נווה אטי"ב",
"נווה אילן",
"נווה אילן*",
"נווה איתן",
"נווה דניאל",
"נווה זוהר",
"נווה זיו",
"נווה חריף",
"נווה ים",
"נווה ימין",
"נווה ירק",
"נווה מבטח",
"נווה מיכאל",
"נווה צוף",
"נווה שלום",
"נועם",
"נוף איילון",
"נוף הגליל",
"נופים",
"נופית",
"נופך",
"נוקדים",
"נורדייה",
"נורית",
"נחושה",
"נחל יפתחאל מ"א 3",
"נחל עוז",
"נחל תבור מ"א 8",
"נחלה",
"נחליאל",
"נחלים",
"נחם",
"נחף",
"נחשולים",
"נחשון",
"נחשונים",
"נטועה",
"נטור",
"נטע",
"נטעים",
"נטף",
"ניין",
"ניל"י",
"ניצן",
"ניצן ב'",
"ניצנה (קהילת חינוך)",
"ניצני סיני",
"ניצני עוז",
"ניצנים",
"ניר אליהו",
"ניר בנים",
"ניר גלים",
"ניר דוד (תל עמל)",
"ניר ח"ן",
"ניר יפה",
"ניר יצחק",
"ניר ישראל",
"ניר משה",
"ניר עוז",
"ניר עם",
"ניר עציון",
"ניר עקיבא",
"ניר צבי",
"נירים",
"נירית",
"נמל תעופה בן-גוריון",
"נמרוד",
"נס הרים",
"נס עמים",
"נס ציונה",
"נעורים",
"נעלה",
"נעמ"ה",
"נען",
"נערן",
"נפת בית לחם",
"נפת בית לחם מ"א 76",
"נפת ג'נין",
"נפת ג'נין  מ"א 72",
"נפת חברון",
"נפת חברון מ"א 78",
"נפת טול כרם",
"נפת טול כרם  מ"א 72",
"נפת ירדן",
"נפת ירדן מ"א 74",
"נפת ירדן מ"א 75",
"נפת ראמאללה",
"נפת ראמאללה מ"א  73",
"נפת שכם",
"נפת שכם מ"א 72",
"נצאצרה (שבט)",
"נצר חזני",
"נצר סרני",
"נצרת",
"נשר",
"נתיב הגדוד",
"נתיב הל"ה",
"נתיב העשרה",
"נתיב השיירה",
"נתיבות",
"נתניה",
"סאג'ור",
"סאסא",
"סביון*",
"סגולה",
"סואעד (חמרייה)*",
"סואעד (כמאנה) (שבט)",
"סולם",
"סוסיה",
"סופה",
"סח'נין",
"סייד (שבט)",
"סלמה",
"סלעית",
"סמר",
"סנסנה",
"סעד",
"סעוה",
"סער",
"ספיר",
"סתרייה",
"ע'ג'ר",
"עבדון",
"עברון",
"עגור",
"עד הלום",
"עדי",
"עדנים",
"עוזה",
"עוזייר",
"עולש",
"עומר",
"עופר",
"עוצם",
"עוקבי (בנו עוקבה) (שבט)",
"עזוז",
"עזר",
"עזריאל",
"עזריה",
"עזריקם",
"עטאוונה (שבט)",
"עטרת",
"עידן",
"עידן הנגב",
"עיילבון",
"עיינות",
"עילוט",
"עין איילה",
"עין אל-אסד",
"עין גב",
"עין גדי",
"עין דור",
"עין הבשור",
"עין הוד",
"עין החורש",
"עין המפרץ",
"עין הנצי"ב",
"עין העמק",
"עין השופט",
"עין השלושה",
"עין ורד",
"עין זיוון",
"עין חוד",
"עין חצבה",
"עין חרוד (איחוד)",
"עין חרוד (מאוחד)",
"עין יהב",
"עין יעקב",
"עין כרם-בי"ס חקלאי",
"עין כרמל",
"עין מאהל",
"עין נקובא",
"עין עירון",
"עין צורים",
"עין קנייא",
"עין ראפה",
"עין שמר",
"עין שריד",
"עין תמר",
"עינת",
"עיר אובות",
"עכו",
"עלומים",
"עלי",
"עלי זהב",
"עלמה",
"עלמון",
"עמוקה",
"עמיחי",
"עמינדב",
"עמיעד",
"עמיעוז",
"עמיקם",
"עמיר",
"עמנואל",
"עמק בית שאן מ"א 7",
"עמק בית שאן של"ש",
"עמק חולה מ"א 1",
"עמק חולה מ"א 55",
"עמק חולה של"ש",
"עמק חפר מזרח מ"א 16",
"עמק חרוד מ"א 8",
"עמק חרוד של"ש",
"עמק יזרעאל מ"א 13",
"עמק יזרעאל מ"א 8",
"עמק יזרעאל מ"א 9",
"עמקה",
"ענב",
"עספיא",
"עפולה",
"עפרה",
"עץ אפרים",
"עצמון שגב",
"עראבה",
"עראמשה*",
"ערב אל נעים",
"ערד",
"ערוגות",
"ערערה",
"ערערה-בנגב",
"עשרת",
"עתלית",
"עתניאל",
"פארן",
"פארק הירדן מ"א 6",
"פארק תעשיות ספירים",
"פדואל",
"פדויים",
"פדיה",
"פוריידיס",
"פורייה - כפר עבודה",
"פורייה - נווה עובד",
"פורייה עילית",
"פורת",
"פטיש",
"פלך",
"פלמחים",
"פני חבר",
"פסגות",
"פסוטה",
"פעמי תש"ז",
"פצאל",
"פקיעין (בוקייעה)",
"פקיעין חדשה",
"פרדס חנה-כרכור",
"פרדסייה",
"פרוד",
"פרזון",
"פרי גן",
"פתח תקווה",
"פתחיה",
"צאלים",
"צביה",
"צבעון",
"צובה",
"צוחר",
"צופייה",
"צופים",
"צופית",
"צופר",
"צוקי ים",
"צוקים",
"צור הדסה",
"צור יצחק",
"צור משה",
"צור נתן",
"צוריאל",
"צורית",
"ציפורי",
"צלפון",
"צנדלה",
"צפרייה",
"צפרירים",
"צפת",
"צרופה",
"צרעה",
"קבועה (שבט)",
"קבוצת יבנה",
"קדומים",
"קדימה-צורן",
"קדמה",
"קדמת צבי",
"קדר",
"קדרון",
"קדרים",
"קודייראת א-צאנע (שבט)",
"קוואעין (שבט)",
"קוממיות",
"קורנית",
"קטורה",
"קיסריה",
"קלחים",
"קליה",
"קלנסווה",
"קלע",
"קציר",
"קצר א-סר",
"קצרין",
"קריית אונו",
"קריית ארבע",
"קריית אתא",
"קריית ביאליק",
"קריית גת",
"קריית חינוך מרחבים*",
"קריית טבעון",
"קריית ים",
"קריית יערים",
"קריית יערים (מוסד)",
"קריית מוצקין",
"קריית מלאכי",
"קריית נטפים",
"קריית ענבים",
"קריית עקרון",
"קריית שלמה",
"קריית שמונה",
"קרית חינוך עזתה",
"קרית תעופה",
"קרני שומרון",
"קשת",
"ראמה",
"ראס אל-עין",
"ראס עלי",
"ראש העין",
"ראש פינה",
"ראש צורים",
"ראשון לציון",
"רבבה",
"רבדים",
"רביבים",
"רביד",
"רגבה",
"רגבים",
"רהט",
"רווחה",
"רוויה",
"רוח מדבר",
"רוחמה",
"רומאנה",
"רומת הייב",
"רועי",
"רותם",
"רחוב",
"רחובות",
"רחלים",
"ריחאנייה",
"ריחן",
"ריינה",
"רימונים",
"רינתיה",
"רכסים",
"רם-און",
"רמות",
"רמות השבים",
"רמות מאיר",
"רמות מנשה",
"רמות נפתלי",
"רמלה",
"רמת גן",
"רמת דוד",
"רמת הכובש",
"רמת השופט",
"רמת השרון",
"רמת יוחנן",
"רמת ישי",
"רמת כוכב מא 7",
"רמת כוכב מא 8",
"רמת כוכב מא 9",
"רמת כוכב שלש",
"רמת מגשימים",
"רמת מנשה מ"א 13",
"רמת מנשה של"ש",
"רמת צבי",
"רמת רזיאל",
"רמת רחל",
"רנן",
"רעים",
"רעננה",
"רקפת",
"רשפון",
"רשפים",
"רתמים",
"שאר ישוב",
"שבי דרום",
"שבי ציון",
"שבי שומרון",
"שבלי - אום אל-גנם",
"שגב-שלום",
"שדה אילן",
"שדה אליהו",
"שדה אליעזר",
"שדה בוקר",
"שדה דוד",
"שדה ורבורג",
"שדה יואב",
"שדה יעקב",
"שדה יצחק",
"שדה משה",
"שדה נחום",
"שדה נחמיה",
"שדה ניצן",
"שדה עוזיהו",
"שדה צבי",
"שדות ים",
"שדות מיכה",
"שדי אברהם",
"שדי חמד",
"שדי תרומות",
"שדמה",
"שדמות דבורה",
"שדמות מחולה",
"שדרות",
"שואבה",
"שובה",
"שובל",
"שוהם",
"שומרה",
"שומרייה",
"שוקדה",
"שורש",
"שורשים",
"שושנת העמקים",
"שזור",
"שחר",
"שחרות",
"שיבולים",
"שיטים",
"שייח' דנון",
"שילה",
"שילת",
"שכניה",
"שלווה",
"שלווה במדבר",
"שלוחות",
"שלומי",
"שלומית",
"שלומציון",
"שמיר",
"שמעה",
"שמרת",
"שמשית",
"שני",
"שניר",
"שעב",
"שעל",
"שעלבים",
"שער אפרים",
"שער הגולן",
"שער העמקים",
"שער מנשה",
"שערי תקווה",
"שפיים",
"שפיר",
"שפלת יהודה מא 26",
"שפלת יהודה שלש",
"שפר",
"שפרעם",
"שקד",
"שקף",
"שרונה",
"שריגים (לי-און)",
"שריד",
"שרשרת",
"שתולה",
"שתולים",
"תאשור",
"תדהר",
"תובל",
"תומר",
"תושייה",
"תימורים",
"תירוש",
"תל אביב -יפו",
"תל חי (מכללה)",
"תל יוסף",
"תל יצחק",
"תל מונד",
"תל עדשים",
"תל קציר",
"תל שבע",
"תל תאומים",
"תלם",
"תלמי אליהו",
"תלמי אלעזר",
"תלמי ביל"ו",
"תלמי יוסף",
"תלמי יחיאל",
"תלמי יפה",
"תלמים",
"תמרת",
"תנובות",
"תעוז",
"תעשיון בינימין",
"תעשיון השרון",
"תעשיון חבל יבנה",
"תעשיון חצב",
"תעשיון מבצע",
"תעשיון מיתרים",
"תעשיון צריפין",
"תעשיון ראם",
"תעשיון שחק",
"תעשיות גליל תחתון",
"תפרח",
"תקומה",
"תקוע",
"תראבין א-צאנע (שבט)",
"תרבין א-צאנע (יישוב)",
"תרום",